Measurement Date,Total Precipitation,Measurement Units,Precipitation Duration (hr),30-min Maximum Intensity,Measurement Time
8/23/2022,0.68,IN,0.58,0.67,6:05
8/23/2022,0.49,IN,0.58,0.48,6:05
8/23/2022,0,IN,0,0,6:05
8/23/2022,0.02,IN,0.08,0.02,6:05
8/23/2022,0.02,IN,0.16,0.01,6:05
8/23/2022,0.02,IN,0.08,0.02,6:05
8/23/2022,0,IN,0,0,6:05
8/23/2022,0.38,IN,0.08,0.38,6:05
8/23/2022,0.15,IN,0.83,0.1,6:05
8/23/2022,0.3,IN,0.5,0.3,6:05
8/23/2022,0.3,IN,0.41,0.3,6:05
8/23/2022,0.05,IN,0.25,0.05,6:05
8/23/2022,0.01,IN,0.08,0.01,6:05
8/23/2022,0.45,IN,0.91,0.33,6:05
8/23/2022,0.02,IN,0.16,0.02,6:05
8/23/2022,0.06,IN,1,0.04,6:15
8/23/2022,0,IN,0,0,6:15
8/23/2022,0.14,IN,0.5,0.14,6:15
8/23/2022,0,IN,0,0,6:15
8/23/2022,0.67,IN,1.5,0.4,6:15
8/23/2022,0.68,IN,0.58,0.67,6:05
8/23/2022,0.49,IN,0.58,0.48,6:05
8/23/2022,0,IN,0,0,6:05
8/23/2022,0.02,IN,0.08,0.02,6:05
8/23/2022,0.02,IN,0.16,0.01,6:05
8/23/2022,0.02,IN,0.08,0.02,6:05
8/23/2022,0,IN,0,0,6:05
8/23/2022,0.38,IN,0.08,0.38,6:05
8/23/2022,0.15,IN,0.83,0.1,6:05
8/23/2022,0.3,IN,0.5,0.3,6:05
8/23/2022,0.3,IN,0.41,0.3,6:05
8/23/2022,0.05,IN,0.25,0.05,6:05
8/23/2022,0.01,IN,0.08,0.01,6:05
8/23/2022,0.45,IN,0.91,0.33,6:05
8/23/2022,0.02,IN,0.16,0.02,6:05
8/23/2022,0.06,IN,1,0.04,6:15
8/23/2022,0,IN,0,0,6:15
8/23/2022,0.14,IN,0.5,0.14,6:15
8/23/2022,0,IN,0,0,6:15
8/23/2022,0.67,IN,1.5,0.4,6:15
8/22/2022,0.05,IN,0.41,0.03,6:05
8/22/2022,0.03,IN,0.25,0.02,6:05
8/22/2022,0.15,IN,1.08,0.07,6:05
8/22/2022,0.25,IN,1.25,0.13,6:05
8/22/2022,0.15,IN,0.91,0.09,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0.07,IN,0.5,0.04,6:05
8/22/2022,0.07,IN,0.33,0.05,6:05
8/22/2022,0.02,IN,0.16,0.02,6:05
8/22/2022,0.05,IN,0.41,0.03,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0.1,IN,0.75,0.05,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0.06,IN,0.5,0.06,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0.09,IN,0.75,0.06,6:05
8/22/2022,0.05,IN,0.41,0.03,6:05
8/22/2022,0.03,IN,0.25,0.02,6:05
8/22/2022,0.15,IN,1.08,0.07,6:05
8/22/2022,0.25,IN,1.25,0.13,6:05
8/22/2022,0.15,IN,0.91,0.09,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0.07,IN,0.5,0.04,6:05
8/22/2022,0.07,IN,0.33,0.05,6:05
8/22/2022,0.02,IN,0.16,0.02,6:05
8/22/2022,0.05,IN,0.41,0.03,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0.1,IN,0.75,0.05,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0.06,IN,0.5,0.06,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0,IN,0,0,6:05
8/22/2022,0.09,IN,0.75,0.06,6:05
8/21/2022,0.11,IN,0.58,0.1,6:05
8/21/2022,0.16,IN,0.75,0.13,6:05
8/21/2022,0.12,IN,0.66,0.09,6:05
8/21/2022,0.08,IN,0.5,0.07,6:05
8/21/2022,0.12,IN,0.58,0.1,6:05
8/21/2022,0.13,IN,0.66,0.11,6:05
8/21/2022,0.09,IN,0.5,0.08,6:05
8/21/2022,0.13,IN,0.58,0.11,6:05
8/21/2022,0.04,IN,0.25,0.04,6:05
8/21/2022,0.09,IN,0.5,0.09,6:05
8/21/2022,0.18,IN,0.5,0.18,6:05
8/21/2022,0.15,IN,1,0.09,6:05
8/21/2022,0.09,IN,0.5,0.09,6:05
8/21/2022,0,IN,0,0,6:05
8/21/2022,0.12,IN,0.75,0.09,6:05
8/21/2022,0.06,IN,0.41,0.05,6:05
8/21/2022,0.14,IN,0.66,0.12,6:05
8/21/2022,0.16,IN,0.66,0.13,6:05
8/21/2022,0.22,IN,0.75,0.19,6:05
8/21/2022,0.16,IN,0.66,0.14,6:05
8/21/2022,0.11,IN,0.58,0.1,6:05
8/21/2022,0.16,IN,0.75,0.13,6:05
8/21/2022,0.12,IN,0.66,0.09,6:05
8/21/2022,0.08,IN,0.5,0.07,6:05
8/21/2022,0.12,IN,0.58,0.1,6:05
8/21/2022,0.13,IN,0.66,0.11,6:05
8/21/2022,0.09,IN,0.5,0.08,6:05
8/21/2022,0.13,IN,0.58,0.11,6:05
8/21/2022,0.04,IN,0.25,0.04,6:05
8/21/2022,0.09,IN,0.5,0.09,6:05
8/21/2022,0.18,IN,0.5,0.18,6:05
8/21/2022,0.15,IN,1,0.09,6:05
8/21/2022,0,IN,0,0,6:05
8/21/2022,0.09,IN,0.5,0.09,6:05
8/21/2022,0.12,IN,0.75,0.09,6:05
8/21/2022,0.06,IN,0.41,0.05,6:05
8/21/2022,0.14,IN,0.66,0.12,6:05
8/21/2022,0.16,IN,0.66,0.13,6:05
8/21/2022,0.22,IN,0.75,0.19,6:05
8/21/2022,0.16,IN,0.66,0.14,6:05
8/20/2022,0.27,IN,2.25,0.05,6:05
8/20/2022,0.33,IN,2.75,0.05,6:05
8/20/2022,0.3,IN,2.5,0.05,6:05
8/20/2022,0.31,IN,2.5,0.06,6:05
8/20/2022,0.31,IN,2.58,0.05,6:05
8/20/2022,0.31,IN,2.58,0.05,6:05
8/20/2022,0.08,IN,0.66,0.05,6:05
8/20/2022,0.17,IN,1.41,0.06,6:05
8/20/2022,0.14,IN,1.16,0.06,6:05
8/20/2022,0.11,IN,0.91,0.05,6:05
8/20/2022,0.11,IN,0.91,0.06,6:05
8/20/2022,0.26,IN,2.16,0.04,6:05
8/20/2022,0.26,IN,2.16,0.05,6:05
8/20/2022,0.27,IN,2.25,0.05,6:05
8/20/2022,0.31,IN,2.58,0.05,6:05
8/20/2022,0.29,IN,2.41,0.05,6:05
8/20/2022,0.37,IN,1.5,0.07,6:05
8/20/2022,0.26,IN,2.16,0.05,6:05
8/20/2022,0.29,IN,2.41,0.04,6:05
8/20/2022,0.26,IN,2.16,0.04,6:05
8/20/2022,0.27,IN,2.25,0.05,6:05
8/20/2022,0.33,IN,2.75,0.05,6:05
8/20/2022,0.3,IN,2.5,0.05,6:05
8/20/2022,0.31,IN,2.5,0.06,6:05
8/20/2022,0.31,IN,2.58,0.05,6:05
8/20/2022,0.31,IN,2.58,0.05,6:05
8/20/2022,0.17,IN,1.41,0.06,6:05
8/20/2022,0.08,IN,0.66,0.05,6:05
8/20/2022,0.14,IN,1.16,0.06,6:05
8/20/2022,0.11,IN,0.91,0.05,6:05
8/20/2022,0.11,IN,0.91,0.06,6:05
8/20/2022,0.26,IN,2.16,0.04,6:05
8/20/2022,0.26,IN,2.16,0.05,6:05
8/20/2022,0.27,IN,2.25,0.05,6:05
8/20/2022,0.31,IN,2.58,0.05,6:05
8/20/2022,0.29,IN,2.41,0.05,6:05
8/20/2022,0.37,IN,1.5,0.07,6:05
8/20/2022,0.26,IN,2.16,0.05,6:05
8/20/2022,0.29,IN,2.41,0.04,6:05
8/20/2022,0.26,IN,2.16,0.04,6:05
8/19/2022,0.23,IN,1.5,0.08,6:05
8/19/2022,0.14,IN,1,0.08,6:05
8/19/2022,0.21,IN,1.25,0.11,6:05
8/19/2022,0,IN,0,0,6:05
8/19/2022,0.23,IN,1.08,0.14,6:05
8/19/2022,0.28,IN,1.5,0.12,6:05
8/19/2022,0.28,IN,1.41,0.14,6:05
8/19/2022,0.17,IN,1.08,0.08,6:05
8/19/2022,0.21,IN,1.08,0.12,6:05
8/19/2022,0.22,IN,1.33,0.09,6:05
8/19/2022,0.16,IN,1.33,0.06,6:05
8/19/2022,0.13,IN,1.08,0.06,6:05
8/19/2022,0.13,IN,1.08,0.06,6:05
8/19/2022,0.19,IN,1.08,0.12,6:05
8/19/2022,0.2,IN,1.08,0.11,6:05
8/19/2022,0.23,IN,1.16,0.13,6:05
8/19/2022,0.21,IN,1.41,0.07,6:05
8/19/2022,0.19,IN,1.41,0.08,6:05
8/19/2022,0.22,IN,1.41,0.08,6:05
8/19/2022,0.24,IN,1.25,0.14,6:05
8/19/2022,0.23,IN,1.5,0.08,6:05
8/19/2022,0.14,IN,1,0.08,6:05
8/19/2022,0.21,IN,1.25,0.11,6:05
8/19/2022,0,IN,0,0,6:05
8/19/2022,0.23,IN,1.08,0.14,6:05
8/19/2022,0.28,IN,1.5,0.12,6:05
8/19/2022,0.28,IN,1.41,0.14,6:05
8/19/2022,0.17,IN,1.08,0.08,6:05
8/19/2022,0.21,IN,1.08,0.12,6:05
8/19/2022,0.22,IN,1.33,0.09,6:05
8/19/2022,0.16,IN,1.33,0.06,6:05
8/19/2022,0.13,IN,1.08,0.06,6:05
8/19/2022,0.19,IN,1.08,0.12,6:05
8/19/2022,0.13,IN,1.08,0.06,6:05
8/19/2022,0.2,IN,1.08,0.11,6:05
8/19/2022,0.23,IN,1.16,0.13,6:05
8/19/2022,0.21,IN,1.41,0.07,6:05
8/19/2022,0.19,IN,1.41,0.08,6:05
8/19/2022,0.22,IN,1.41,0.08,6:05
8/19/2022,0.24,IN,1.25,0.14,6:05
8/18/2022,0.1,IN,0.58,0.07,6:05
8/18/2022,0.1,IN,0.66,0.07,6:05
8/18/2022,0.3,IN,2.08,0.09,6:05
8/18/2022,0.26,IN,1.91,0.09,6:05
8/18/2022,0.17,IN,1.41,0.06,6:05
8/18/2022,0.2,IN,0.58,0.19,6:05
8/18/2022,0.08,IN,0.66,0.04,6:05
8/18/2022,0.22,IN,0.66,0.2,6:05
8/18/2022,0.21,IN,1.58,0.07,6:05
8/18/2022,0.07,IN,0.25,0.05,6:05
8/18/2022,0.1,IN,0.75,0.05,6:05
8/18/2022,0.08,IN,0.66,0.03,6:05
8/18/2022,0.08,IN,0.58,0.04,6:05
8/18/2022,0.06,IN,0.41,0.05,6:05
8/18/2022,0.16,IN,3,0.03,6:15
8/18/2022,0.13,IN,1.5,0.08,6:15
8/18/2022,0.09,IN,0.75,0.08,6:15
8/18/2022,0.04,IN,0.5,0.04,6:15
8/18/2022,0.16,IN,2,0.06,6:15
8/18/2022,0.1,IN,0.58,0.07,6:05
8/18/2022,0.19,IN,1.08,0.1,6:05
8/18/2022,0.1,IN,0.66,0.07,6:05
8/18/2022,0.3,IN,2.08,0.09,6:05
8/18/2022,0.26,IN,1.91,0.09,6:05
8/18/2022,0.17,IN,1.41,0.06,6:05
8/18/2022,0.2,IN,0.58,0.19,6:05
8/18/2022,0.08,IN,0.66,0.04,6:05
8/18/2022,0.22,IN,0.66,0.2,6:05
8/18/2022,0.21,IN,1.58,0.07,6:05
8/18/2022,0.07,IN,0.25,0.05,6:05
8/18/2022,0.1,IN,0.75,0.05,6:05
8/18/2022,0.08,IN,0.66,0.03,6:05
8/18/2022,0.08,IN,0.58,0.04,6:05
8/18/2022,0.19,IN,1.08,0.1,6:05
8/18/2022,0.06,IN,0.41,0.05,6:05
8/18/2022,0.16,IN,3,0.03,6:15
8/18/2022,0.13,IN,1.5,0.08,6:15
8/18/2022,0.09,IN,0.75,0.08,6:15
8/18/2022,0.04,IN,0.5,0.04,6:15
8/18/2022,0.16,IN,2,0.06,6:15
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:15
8/17/2022,0,IN,0,0,6:15
8/17/2022,0,IN,0,0,6:15
8/17/2022,0,IN,0,0,6:15
8/17/2022,0.01,IN,0.25,0.01,6:15
8/17/2022,0.02,IN,0.16,0.02,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0.02,IN,0.16,0.01,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0.02,IN,0.16,0.02,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0.01,IN,0.08,0.01,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0.02,IN,0.16,0.02,6:05
8/17/2022,0.01,IN,0.08,0.01,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:15
8/17/2022,0,IN,0,0,6:15
8/17/2022,0,IN,0,0,6:15
8/17/2022,0,IN,0,0,6:15
8/17/2022,0.01,IN,0.25,0.01,6:15
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0.02,IN,0.16,0.01,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0.02,IN,0.16,0.02,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0.01,IN,0.08,0.01,6:05
8/17/2022,0,IN,0,0,6:05
8/17/2022,0.01,IN,0.08,0.01,6:05
8/16/2022,0.78,IN,2.16,0.46,6:05
8/16/2022,0.98,IN,2.08,0.66,6:05
8/16/2022,0.27,IN,1.83,0.09,6:05
8/16/2022,0.25,IN,1.83,0.08,6:05
8/16/2022,0.25,IN,1.58,0.09,6:05
8/16/2022,0.72,IN,1.41,0.42,6:05
8/16/2022,0.25,IN,1.08,0.16,6:05
8/16/2022,0.1,IN,0.66,0.06,6:05
8/16/2022,0.2,IN,1.41,0.07,6:05
8/16/2022,0.26,IN,0.58,0.22,6:05
8/16/2022,0.97,IN,2.16,0.5,6:05
8/16/2022,0.54,IN,2.08,0.16,6:05
8/16/2022,0.43,IN,1.58,0.19,6:05
8/16/2022,0.19,IN,1.41,0.07,6:05
8/16/2022,0.53,IN,1.91,0.31,6:05
8/16/2022,0.21,IN,2.5,0.07,6:15
8/16/2022,0.54,IN,2.25,0.24,6:15
8/16/2022,0.38,IN,2.75,0.16,6:15
8/16/2022,0.56,IN,1.5,0.33,6:15
8/16/2022,0.13,IN,2.25,0.04,6:15
8/16/2022,0.78,IN,2.16,0.46,6:05
8/16/2022,0.98,IN,2.08,0.66,6:05
8/16/2022,0.27,IN,1.83,0.09,6:05
8/16/2022,0.25,IN,1.83,0.08,6:05
8/16/2022,0.25,IN,1.58,0.09,6:05
8/16/2022,0.72,IN,1.41,0.42,6:05
8/16/2022,0.25,IN,1.08,0.16,6:05
8/16/2022,0.1,IN,0.66,0.06,6:05
8/16/2022,0.2,IN,1.41,0.07,6:05
8/16/2022,0.26,IN,0.58,0.22,6:05
8/16/2022,0.97,IN,2.16,0.5,6:05
8/16/2022,0.21,IN,2.5,0.07,6:15
8/16/2022,0.54,IN,2.25,0.24,6:15
8/16/2022,0.38,IN,2.75,0.16,6:15
8/16/2022,0.56,IN,1.5,0.33,6:15
8/16/2022,0.13,IN,2.25,0.04,6:15
8/16/2022,0.54,IN,2.08,0.16,6:05
8/16/2022,0.43,IN,1.58,0.19,6:05
8/16/2022,0.53,IN,1.91,0.31,6:05
8/16/2022,0.19,IN,1.41,0.07,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0.01,IN,0.08,0.01,6:05
8/15/2022,0.01,IN,0.25,0.01,6:15
8/15/2022,0,IN,0,0,6:15
8/15/2022,0,IN,0,0,6:15
8/15/2022,0,IN,0,0,6:15
8/15/2022,0,IN,0,0,6:15
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0.07,IN,0.25,0.07,6:05
8/15/2022,0.01,IN,0.08,0.01,6:05
8/15/2022,0.01,IN,0.08,0.01,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0.01,IN,0.08,0.01,6:05
8/15/2022,0.01,IN,0.25,0.01,6:15
8/15/2022,0,IN,0,0,6:15
8/15/2022,0,IN,0,0,6:15
8/15/2022,0,IN,0,0,6:15
8/15/2022,0,IN,0,0,6:15
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0.07,IN,0.25,0.07,6:05
8/15/2022,0.01,IN,0.08,0.01,6:05
8/15/2022,0.01,IN,0.08,0.01,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/15/2022,0,IN,0,0,6:05
8/11/2022,0.1,IN,0.58,0.06,6:05
8/11/2022,0.18,IN,0.41,0.18,6:05
8/11/2022,0.25,IN,0.58,0.24,6:05
8/11/2022,0.09,IN,0.33,0.09,6:05
8/11/2022,0,IN,0,0,6:05
8/11/2022,0,IN,0,0,6:05
8/11/2022,0.06,IN,0.41,0.05,6:05
8/11/2022,0.13,IN,0.25,0.13,6:05
8/11/2022,0.56,IN,0.58,0.54,6:05
8/11/2022,0.89,IN,0.58,0.88,6:05
8/11/2022,0.42,IN,0.33,0.42,6:05
8/11/2022,0.32,IN,0.58,0.3,6:05
8/11/2022,0.59,IN,0.5,0.59,6:05
8/11/2022,0.19,IN,0.75,0.15,6:15
8/11/2022,0.55,IN,0.75,0.54,6:15
8/11/2022,0.76,IN,0.75,0.74,6:15
8/11/2022,0.43,IN,0.5,0.43,6:15
8/11/2022,0.34,IN,0.5,0.34,6:15
8/11/2022,0.19,IN,0.75,0.15,6:15
8/11/2022,0.55,IN,0.75,0.54,6:15
8/11/2022,0.76,IN,0.75,0.74,6:15
8/11/2022,0.43,IN,0.5,0.43,6:15
8/11/2022,0.34,IN,0.5,0.34,6:15
8/11/2022,0.38,IN,0.83,0.33,6:05
8/11/2022,0.67,IN,0.75,0.63,6:05
8/11/2022,0.1,IN,0.58,0.06,6:05
8/11/2022,0.18,IN,0.41,0.18,6:05
8/11/2022,0.25,IN,0.58,0.24,6:05
8/11/2022,0.09,IN,0.33,0.09,6:05
8/11/2022,0,IN,0,0,6:05
8/11/2022,0,IN,0,0,6:05
8/11/2022,0.06,IN,0.41,0.05,6:05
8/11/2022,0.13,IN,0.25,0.13,6:05
8/11/2022,0.56,IN,0.58,0.54,6:05
8/11/2022,0.89,IN,0.58,0.88,6:05
8/11/2022,0.42,IN,0.33,0.42,6:05
8/11/2022,0.32,IN,0.58,0.3,6:05
8/11/2022,0.59,IN,0.5,0.59,6:05
8/11/2022,0.38,IN,0.83,0.33,6:05
8/11/2022,0.67,IN,0.75,0.63,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0.02,IN,0.08,0.02,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0.02,IN,0.08,0.02,6:05
8/10/2022,0.02,IN,0.08,0.02,6:05
8/10/2022,0.01,IN,0.08,0.01,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0.02,IN,0.08,0.02,6:05
8/10/2022,0,IN,0,0,6:15
8/10/2022,0,IN,0,0,6:15
8/10/2022,0,IN,0,0,6:15
8/10/2022,0,IN,0,0,6:15
8/10/2022,0,IN,0,0,6:15
8/10/2022,0,IN,0,0,6:15
8/10/2022,0,IN,0,0,6:15
8/10/2022,0,IN,0,0,6:15
8/10/2022,0,IN,0,0,6:15
8/10/2022,0,IN,0,0,6:15
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/10/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0.01,IN,0.08,0.01,6:05
8/9/2022,0.01,IN,0.08,0.01,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0.01,IN,0.08,0.01,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:15
8/9/2022,0,IN,0,0,6:15
8/9/2022,0,IN,0,0,6:15
8/9/2022,0,IN,0,0,6:15
8/9/2022,0,IN,0,0,6:15
8/9/2022,0,IN,0,0,6:15
8/9/2022,0,IN,0,0,6:15
8/9/2022,0,IN,0,0,6:15
8/9/2022,0,IN,0,0,6:15
8/9/2022,0,IN,0,0,6:15
8/9/2022,0,IN,0,0,6:05
8/9/2022,0.01,IN,0.08,0.01,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0.01,IN,0.08,0.01,6:05
8/9/2022,0.01,IN,0.08,0.01,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0.01,IN,0.08,0.01,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/9/2022,0,IN,0,0,6:05
8/8/2022,0.03,IN,0.75,0.02,6:15
8/8/2022,0,IN,0,0,6:15
8/8/2022,0.02,IN,0.16,0.01,6:05
8/8/2022,0.04,IN,0.16,0.03,6:05
8/8/2022,0.02,IN,0.5,0.02,6:15
8/8/2022,0,IN,0,0,6:15
8/8/2022,0.01,IN,0.25,0.01,6:15
8/8/2022,0.03,IN,0.75,0.02,6:15
8/8/2022,0,IN,0,0,6:15
8/8/2022,0.01,IN,0.25,0.01,6:15
8/8/2022,0.02,IN,0.16,0.02,6:05
8/8/2022,0.01,IN,0.08,0.01,6:05
8/8/2022,0.01,IN,0.08,0.01,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0.02,IN,0.16,0.02,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0.01,IN,0.08,0.01,6:05
8/8/2022,0.01,IN,0.08,0.01,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0.02,IN,0.16,0.02,6:05
8/8/2022,0.01,IN,0.08,0.01,6:05
8/8/2022,0.01,IN,0.08,0.01,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0.02,IN,0.16,0.02,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0.01,IN,0.08,0.01,6:05
8/8/2022,0.01,IN,0.08,0.01,6:05
8/8/2022,0,IN,0,0,6:05
8/8/2022,0.02,IN,0.16,0.01,6:05
8/8/2022,0.04,IN,0.16,0.03,6:05
8/8/2022,0.02,IN,0.5,0.02,6:15
8/8/2022,0,IN,0,0,6:15
8/7/2022,0.08,IN,0.75,0.07,6:15
8/7/2022,0.01,IN,0.25,0.01,6:15
8/7/2022,0,IN,0,0,6:05
8/7/2022,0.01,IN,0.08,0.01,6:05
8/7/2022,0,IN,0,0,6:05
8/7/2022,0.08,IN,0.25,0.08,6:05
8/7/2022,0.11,IN,0.25,0.1,6:05
8/7/2022,0,IN,0,0,6:05
8/7/2022,0.01,IN,0.08,0.01,6:05
8/7/2022,0,IN,0,0,6:05
8/7/2022,0.04,IN,0.33,0.03,6:05
8/7/2022,0.02,IN,0.16,0.01,6:05
8/7/2022,0.02,IN,0.16,0.02,6:05
8/7/2022,0.42,IN,0.75,0.39,6:05
8/7/2022,0.49,IN,0.66,0.47,6:05
8/7/2022,0.04,IN,0.25,0.03,6:05
8/7/2022,0,IN,0,0,6:05
8/7/2022,0,IN,0,0,6:05
8/7/2022,0.08,IN,0.25,0.08,6:05
8/7/2022,0.11,IN,0.25,0.1,6:05
8/7/2022,0,IN,0,0,6:05
8/7/2022,0.01,IN,0.08,0.01,6:05
8/7/2022,0,IN,0,0,6:05
8/7/2022,0.04,IN,0.33,0.03,6:05
8/7/2022,0.02,IN,0.16,0.01,6:05
8/7/2022,0.02,IN,0.16,0.02,6:05
8/7/2022,0.42,IN,0.75,0.39,6:05
8/7/2022,0.49,IN,0.66,0.47,6:05
8/7/2022,0.04,IN,0.25,0.03,6:05
8/7/2022,0,IN,0,0,6:05
8/7/2022,0.04,IN,0.75,0.03,6:15
8/7/2022,0,IN,0,0,6:15
8/7/2022,0,IN,0,0,6:15
8/7/2022,0.04,IN,0.75,0.03,6:15
8/7/2022,0.08,IN,0.75,0.07,6:15
8/7/2022,0.01,IN,0.25,0.01,6:15
8/7/2022,0,IN,0,0,6:05
8/7/2022,0.01,IN,0.08,0.01,6:05
8/7/2022,0,IN,0,0,6:15
8/7/2022,0,IN,0,0,6:15
8/6/2022,0.45,IN,1.5,0.4,6:15
8/6/2022,0,IN,0,0,6:15
8/6/2022,0.53,IN,2.16,0.25,6:05
8/6/2022,0,IN,0,0,6:05
8/6/2022,0.66,IN,3.25,0.23,6:15
8/6/2022,0.28,IN,2.25,0.19,6:15
8/6/2022,0.11,IN,1.75,0.05,6:15
8/6/2022,0.45,IN,1.5,0.4,6:15
8/6/2022,0,IN,0,0,6:15
8/6/2022,0.11,IN,1.75,0.05,6:15
8/6/2022,0.32,IN,1.58,0.12,6:05
8/6/2022,0.49,IN,1,0.43,6:05
8/6/2022,0.92,IN,2.25,0.43,6:05
8/6/2022,1.41,IN,2.33,0.44,6:05
8/6/2022,0.91,IN,2.41,0.36,6:05
8/6/2022,0,IN,0,0,6:05
8/6/2022,0,IN,0,0,6:05
8/6/2022,0.48,IN,0.5,0.47,6:05
8/6/2022,0.86,IN,2.16,0.43,6:05
8/6/2022,0.2,IN,0.16,0.2,6:05
8/6/2022,0.38,IN,0.91,0.32,6:05
8/6/2022,0.32,IN,1.33,0.22,6:05
